,a,c,h,k,n,s,t,z
4142,301613.0,1616617.0,422352.0,526243.0,1190347.0,728995.0,1359781.0,9490220.0
4143,305308.0,1779649.0,440836.0,284561.0,899226.0,705687.0,1319425.0,6918743.0
4144,335189.0,1821689.0,488775.0,119417.0,834407.0,779204.0,1599736.0,3304701.0
4145,372061.0,1955346.0,585627.0,47090.0,1202259.0,998946.0,1766042.0,1303335.0
4146,370492.0,2160106.0,601443.0,14536.0,1586979.0,1119332.0,1507187.0,475988.0
4147,361880.0,1687902.0,478774.0,5210.0,2021971.0,965747.0,977096.0,215990.0
4148,324153.0,1213621.0,224590.0,2782.0,1299612.0,611815.0,561695.0,118583.0
4149,258167.0,611171.0,84363.0,3036.0,518936.0,237476.0,257920.0,80596.0
4150,192766.0,262011.0,18158.0,6903.0,103328.0,58925.0,71208.0,85256.0
4151,137262.0,159820.0,4690.0,15026.0,21849.0,17407.0,28179.0,156480.0
4152,103010.0,100113.0,2259.0,31711.0,7801.0,8094.0,18195.0,558970.0
4153,80442.0,109501.0,1652.0,59810.0,3224.0,4636.0,23019.0,1603627.0
4154,71624.0,82408.0,1888.0,86942.0,1980.0,3371.0,38599.0,2766010.0
4155,80577.0,68488.0,4491.0,91396.0,1738.0,4171.0,53786.0,3508856.0
4156,92888.0,96977.0,15480.0,128885.0,4002.0,11329.0,90452.0,2721568.0
4157,115328.0,198346.0,49571.0,158493.0,19421.0,41168.0,157376.0,3491041.0
4158,133889.0,483541.0,147517.0,165950.0,134447.0,213903.0,370886.0,4044872.0
4159,154412.0,807993.0,183734.0,144666.0,566630.0,431022.0,561748.0,4071095.0
4160,169894.0,1196100.0,220131.0,141715.0,833607.0,619930.0,646455.0,4309430.0
4161,184333.0,1214629.0,226335.0,121123.0,1124447.0,571636.0,559798.0,3632586.0
4162,217100.0,1334466.0,254960.0,145586.0,1035463.0,546874.0,648792.0,2925048.0
4163,255335.0,1287148.0,287054.0,215558.0,1448802.0,735409.0,785415.0,3913441.0
4164,262505.0,1428189.0,372491.0,271278.0,1567475.0,711278.0,966219.0,6365939.0
4165,269237.0,1697221.0,403102.0,269612.0,1548859.0,644496.0,1294906.0,9150076.0
4166,271820.0,2094324.0,390147.0,351046.0,1347041.0,618159.0,1401216.0,10625623.0
4167,298651.0,2162525.0,403284.0,283166.0,943331.0,638330.0,1362583.0,8476631.0
4168,335897.0,2166533.0,439948.0,106659.0,860931.0,790384.0,1712733.0,3755587.0
4169,363677.0,2190724.0,509471.0,41242.0,1184376.0,982869.0,2034466.0,1416429.0
4170,379932.0,2164947.0,503630.0,15810.0,1939001.0,1079242.0,1706625.0,475053.0
4171,365621.0,1633763.0,433716.0,5727.0,2242921.0,1047115.0,1268287.0,218676.0
4172,327953.0,1515285.0,236831.0,3020.0,1448341.0,661810.0,750962.0,127629.0
4173,272025.0,809348.0,73697.0,3209.0,516453.0,227147.0,366601.0,89868.0
4174,208554.0,4265789.0,21917.0,7648.0,108480.0,61946.0,109903.0,102176.0
4175,148846.0,182337.0,6480.0,18794.0,24846.0,20630.0,46335.0,176704.0
4176,109440.0,104406.0,2679.0,36943.0,7455.0,9724.0,33374.0,558565.0
4177,84598.0,107599.0,1999.0,55531.0,3311.0,5123.0,27199.0,1682474.0
4178,78662.0,123105.0,2543.0,81590.0,2105.0,4355.0,42015.0,2730641.0
4179,85889.0,130668.0,5311.0,87880.0,1989.0,4883.0,52361.0,3384210.0
4180,99634.0,166406.0,14686.0,124244.0,4309.0,10846.0,79980.0,2483991.0
4181,118853.0,261380.0,41446.0,147978.0,22862.0,44142.0,146002.0,3113838.0
4182,141237.0,479445.0,101117.0,159180.0,143098.0,216556.0,405448.0,3582960.0
4183,160927.0,716716.0,156832.0,152735.0,617090.0,443912.0,571817.0,3494434.0
4184,177810.0,1016057.0,198537.0,141672.0,937026.0,644555.0,643116.0,3805742.0
4185,193892.0,1059210.0,199278.0,110046.0,1292532.0,537849.0,636310.0,3246485.0
4186,221683.0,1091424.0,198384.0,135106.0,1249795.0,549647.0,652725.0,2437100.0
4187,242852.0,1144878.0,238146.0,199508.0,1531241.0,665180.0,773661.0,3250371.0
4188,230249.0,1486240.0,281554.0,238028.0,1454425.0,650720.0,908072.0,5328846.0
4189,229428.0,1513642.0,306024.0,244967.0,1418134.0,603214.0,1167927.0,7468419.0
4190,226498.0,1688350.0,281671.0,367302.0,1316862.0,591690.0,1273474.0,8881662.0
4191,224817.0,1954784.0,289507.0,197755.0,1033525.0,628941.0,1158177.0,6928844.0
4192,247804.0,1922421.0,306422.0,86481.0,883303.0,636751.0,1562154.0,3333765.0
4193,265539.0,2049786.0,347223.0,34351.0,1240374.0,773321.0,1863654.0,1199929.0
4194,280034.0,2405150.0,441640.0,15548.0,1635991.0,1065557.0,1510580.0,425838.0
4195,285036.0,1880403.0,413010.0,5611.0,1963684.0,941956.0,1087078.0,188989.0
4196,279037.0,1478326.0,538197.0,2771.0,1490082.0,585860.0,575773.0,117240.0
4197,240687.0,753530.0,388781.0,2877.0,568735.0,217272.0,519548.0,81540.0
4198,199167.0,322356.0,217868.0,6710.0,140455.0,65020.0,95131.0,88094.0
4199,155639.0,165860.0,128632.0,13440.0,29507.0,19555.0,34249.0,162708.0
4200,119197.0,104047.0,65974.0,28837.0,8991.0,9283.0,21671.0,528958.0
4201,89444.0,89098.0,57456.0,43556.0,4212.0,6828.0,20758.0,1505907.0
4202,79819.0,84319.0,86569.0,64956.0,2717.0,5526.0,25199.0,2497304.0
4203,77358.0,99651.0,101052.0,68790.0,2276.0,8717.0,36055.0,3209392.0
4204,80216.0,146106.0,155636.0,95521.0,4838.0,19260.0,69284.0,2128961.0
4205,97514.0,298294.0,210809.0,112775.0,22585.0,55375.0,153014.0,2715827.0
4206,120567.0,615127.0,349690.0,122658.0,154588.0,234698.0,436062.0,3271165.0
4207,152675.0,826386.0,467964.0,106943.0,572107.0,411858.0,544203.0,3060758.0
4208,175436.0,1166944.0,298572.0,96461.0,764889.0,442892.0,603370.0,3331866.0
4209,198088.0,1594127.0,227445.0,83139.0,1076577.0,411411.0,459591.0,2672331.0
4210,239987.0,1445480.0,260713.0,84287.0,894763.0,384034.0,557026.0,1886396.0
4211,265054.0,1231735.0,281053.0,109865.0,1067434.0,414603.0,717447.0,2514232.0
4212,256371.0,1421236.0,311179.0,125673.0,1064222.0,411746.0,853080.0,3901125.0
4213,249023.0,1485863.0,297281.0,132871.0,942083.0,333332.0,1104288.0,5783553.0
4214,236874.0,1602750.0,269213.0,157276.0,778884.0,321289.0,1084215.0,7671701.0
4215,240451.0,1419529.0,260255.0,105385.0,530773.0,281795.0,953127.0,6604851.0
4216,269132.0,1536048.0,257885.0,62228.0,473063.0,332502.0,968527.0,3714493.0
4217,277504.0,1129881.0,293650.0,18762.0,688303.0,465104.0,1147837.0,1585595.0
4218,281873.0,1169202.0,320676.0,6720.0,964591.0,743406.0,882851.0,533238.0
4219,302083.0,1159338.0,251963.0,3220.0,1238380.0,889609.0,1071434.0,214500.0
4220,292672.0,1054922.0,172245.0,2039.0,1468829.0,571159.0,674885.0,109286.0
4221,267926.0,616613.0,79775.0,1782.0,689603.0,237627.0,403385.0,71224.0
4222,219054.0,391685.0,23110.0,4037.0,200033.0,69679.0,129881.0,62569.0
4223,174300.0,183046.0,6583.0,9749.0,50034.0,21754.0,49390.0,142673.0
4224,128798.0,125920.0,2236.0,19923.0,15997.0,7139.0,23169.0,356592.0
4225,96600.0,73688.0,1157.0,34865.0,7258.0,3945.0,17378.0,835574.0
4226,82740.0,70914.0,1218.0,55109.0,5411.0,2691.0,20040.0,1733890.0
4227,78084.0,61949.0,2105.0,74676.0,1682.0,2681.0,24263.0,2509159.0
4228,80824.0,67453.0,6308.0,86811.0,2207.0,4571.0,38933.0,2482141.0
4229,101350.0,77067.0,22003.0,90551.0,6354.0,11893.0,79499.0,2895206.0
4230,130896.0,139970.0,62889.0,95868.0,30045.0,43919.0,231515.0,3294960.0
4231,163410.0,422194.0,120324.0,92597.0,120082.0,108636.0,379736.0,3319339.0
4232,195815.0,476951.0,182789.0,102946.0,301970.0,865560.0,629720.0,3425106.0
4233,231482.0,827839.0,219151.0,89432.0,500648.0,277590.0,933092.0,2992645.0
4234,266759.0,724316.0,250099.0,119532.0,550472.0,255861.0,926857.0,2602805.0
4235,282439.0,618369.0,267047.0,133454.0,626651.0,288989.0,1049949.0,3600612.0
4236,278767.0,645288.0,263526.0,135233.0,668641.0,318041.0,1110354.0,5318790.0
4237,280854.0,688665.0,291223.0,155499.0,778409.0,390855.0,1233137.0,7472676.0
4238,264082.0,890071.0,293917.0,125550.0,779961.0,388160.0,1177770.0,9633749.0
4239,282984.0,870949.0,304040.0,99308.0,720227.0,366286.0,954538.0,8896041.0
4240,312764.0,1137664.0,391967.0,56808.0,641437.0,425470.0,1122124.0,5592098.0
4241,334559.0,1244652.0,479935.0,18386.0,808998.0,605515.0,1070635.0,2607622.0
4242,331624.0,1137798.0,382082.0,8060.0,1252127.0,1965501.0,1009087.0,912398.0
4243,332001.0,1168228.0,400247.0,3669.0,1818224.0,1640062.0,1082568.0,387871.0
4244,317473.0,1031652.0,304556.0,2249.0,1736842.0,783251.0,954708.0,216565.0
4245,271851.0,709399.0,132679.0,2252.0,978384.0,394911.0,574274.0,136445.0
4246,210617.0,350016.0,40363.0,3702.0,328865.0,129039.0,221737.0,83606.0
4247,159587.0,184583.0,10726.0,8305.0,76563.0,36012.0,87144.0,128353.0
4248,121199.0,107060.0,3586.0,18303.0,19634.0,13080.0,41299.0,355086.0
4249,91953.0,72871.0,1624.0,35987.0,4261.0,4840.0,25916.0,914644.0
4250,78730.0,71671.0,1760.0,49193.0,4865.0,3946.0,32535.0,2032354.0
4251,82907.0,61868.0,3146.0,59603.0,3589.0,3484.0,40860.0,3210900.0
4252,94380.0,63567.0,8529.0,71632.0,3370.0,5544.0,56563.0,3304195.0
4253,109660.0,89168.0,29763.0,92385.0,6737.0,11898.0,102496.0,4261084.0
4254,135666.0,160483.0,90831.0,123823.0,29033.0,48974.0,217652.0,4872604.0
4255,157998.0,277915.0,137354.0,142925.0,150406.0,155857.0,418590.0,4809421.0
4256,180809.0,576058.0,192327.0,132064.0,463647.0,337929.0,746658.0,4827890.0
4257,194865.0,1007226.0,277452.0,151872.0,815374.0,467995.0,1197208.0,4218023.0
4258,227869.0,1091015.0,270393.0,167523.0,1121935.0,518466.0,1250833.0,4070692.0
4259,257522.0,1204383.0,268161.0,288664.0,1232149.0,563955.0,1329613.0,5855555.0
4260,290819.0,1346624.0,325106.0,320725.0,1224402.0,563183.0,1707188.0,9492540.0
4261,340141.0,1196397.0,400823.0,307488.0,1240890.0,563470.0,1561647.0,12678991.0
4262,268541.0,1343845.0,385213.0,284739.0,1207523.0,614664.0,1464673.0,13306309.0
4263,299618.0,1441804.0,423894.0,171811.0,1439835.0,638753.0,1323947.0,10837390.0
4264,334769.0,1981178.0,520495.0,75237.0,1258190.0,827476.0,1284959.0,4625124.0
4265,351102.0,1980044.0,530750.0,31636.0,1425399.0,916803.0,1334115.0,1712921.0
4266,352866.0,1793495.0,526397.0,13205.0,1924415.0,1081736.0,1247506.0,613239.0
4267,349894.0,1615397.0,479306.0,4708.0,2406032.0,960068.0,1151534.0,237695.0
4268,320643.0,1625102.0,360857.0,2415.0,2055268.0,827437.0,861273.0,130077.0
4269,259850.0,1022935.0,189880.0,2969.0,1562379.0,592890.0,419435.0,101382.0
4270,198921.0,414144.0,55357.0,7063.0,443106.0,204047.0,135624.0,111413.0
4271,154676.0,184004.0,13911.0,14772.0,88264.0,54762.0,48712.0,204379.0
4272,113524.0,132844.0,4107.0,30260.0,19955.0,21464.0,25149.0,651511.0
4273,88512.0,97264.0,2119.0,55034.0,8048.0,13621.0,28781.0,1899444.0
4274,78048.0,84481.0,1865.0,83248.0,3459.0,6577.0,46378.0,3192892.0
4275,81638.0,75663.0,2320.0,81405.0,2325.0,4362.0,54599.0,4489903.0
4276,95038.0,68628.0,6432.0,131034.0,2654.0,10031.0,85079.0,2987111.0
4277,113072.0,93810.0,19485.0,138427.0,9534.0,14929.0,122340.0,3390086.0
4278,132486.0,184404.0,55221.0,145980.0,42979.0,47857.0,301193.0,3866943.0
4279,151340.0,526569.0,124353.0,142681.0,224082.0,161990.0,481458.0,3673909.0
4280,167608.0,905065.0,171835.0,147713.0,849487.0,312018.0,555720.0,4020958.0
4281,185713.0,1299027.0,227539.0,117176.0,1126516.0,418075.0,484298.0,3561457.0
4282,214415.0,1450599.0,255320.0,140090.0,1437867.0,468630.0,561438.0,2674409.0
4283,241256.0,1254126.0,258959.0,200414.0,1252280.0,499167.0,677406.0,3755947.0
4284,258615.0,1490963.0,339523.0,253984.0,1626618.0,545941.0,970048.0,6127982.0
4285,264743.0,1610583.0,454698.0,315253.0,1673704.0,625412.0,1235166.0,9362066.0
4286,274900.0,1774527.0,469462.0,329560.0,1552725.0,695984.0,1432777.0,10784722.0
4287,297277.0,1480148.0,388935.0,187758.0,1315535.0,525129.0,1212095.0,7205580.0
4288,343527.0,2253866.0,437476.0,88469.0,1060021.0,655872.0,1519269.0,3825126.0
4289,357079.0,2514459.0,500748.0,32207.0,1282410.0,799197.0,1601308.0,1393038.0
4290,368513.0,2594283.0,534606.0,10951.0,1990172.0,961819.0,1376473.0,405866.0
4291,362539.0,2514605.0,487986.0,4593.0,2060505.0,1132795.0,1177535.0,176660.0
4292,335139.0,2858989.0,357325.0,3414.0,2137756.0,1055259.0,597875.0,146652.0
4293,279180.0,1304277.0,176193.0,3383.0,1331162.0,625200.0,299086.0,90011.0
4294,211813.0,573220.0,47312.0,6095.0,418335.0,225785.0,100187.0,98805.0
4295,153503.0,254876.0,10778.0,13291.0,73534.0,65335.0,41028.0,180846.0
4296,112592.0,143434.0,3460.0,33755.0,15717.0,23372.0,23299.0,642573.0
4297,88754.0,100608.0,2019.0,59841.0,5553.0,10018.0,33574.0,1735233.0
4298,77576.0,80470.0,1679.0,87288.0,3073.0,4544.0,46068.0,2772860.0
4299,82087.0,154022.0,2572.0,97587.0,2306.0,4511.0,62871.0,3642213.0
4300,94845.0,200556.0,7693.0,134730.0,3262.0,5051.0,95179.0,4310638.0
4301,114644.0,107662.0,24208.0,152497.0,9796.0,15954.0,138504.0,3193672.0
4302,138908.0,222870.0,65535.0,169254.0,50106.0,51874.0,383599.0,3676792.0
4303,155337.0,536446.0,140097.0,153718.0,256526.0,159363.0,576392.0,3663039.0
4304,171804.0,1043717.0,190782.0,152370.0,915909.0,291130.0,636563.0,3809014.0
4305,194543.0,1073594.0,254132.0,121039.0,1132100.0,408937.0,542737.0,3290941.0
4306,225091.0,1378037.0,259801.0,151620.0,1424377.0,429448.0,630829.0,2570803.0
4307,253415.0,1417602.0,288564.0,247435.0,1135133.0,435765.0,761593.0,3688842.0
4308,269382.0,1345619.0,346638.0,289254.0,1478098.0,477251.0,978833.0,5907460.0
4309,291103.0,1521426.0,467768.0,397229.0,1562792.0,606061.0,1284948.0,9177311.0
4310,301287.0,1550539.0,448183.0,386203.0,1377961.0,636790.0,1305786.0,9930565.0
4311,323816.0,1706537.0,588388.0,210278.0,1292105.0,584247.0,1318918.0,7705805.0
4312,358380.0,1555421.0,416816.0,95004.0,998815.0,616505.0,1446153.0,3543322.0
4313,383897.0,1680601.0,461930.0,39259.0,1082984.0,710656.0,1349804.0,1266613.0
4314,390635.0,1928204.0,494885.0,14308.0,1698370.0,1258885.0,1169328.0,522382.0
4315,383810.0,1893248.0,452084.0,4944.0,2047578.0,1092308.0,905755.0,252079.0
4316,352496.0,1607030.0,383502.0,2920.0,1999082.0,769049.0,701967.0,152986.0
4317,283003.0,1262817.0,195200.0,2762.0,1233581.0,482887.0,322970.0,115386.0
4318,214804.0,665393.0,61224.0,7898.0,477224.0,175896.0,124508.0,96703.0
4319,158898.0,282928.0,18098.0,16629.0,80833.0,52273.0,60537.0,177232.0
4320,115949.0,173650.0,5540.0,35606.0,17579.0,18356.0,30650.0,575014.0
4321,87094.0,157253.0,1903.0,54977.0,7484.0,11005.0,26062.0,1665445.0
4322,77814.0,144031.0,1571.0,85261.0,3050.0,5775.0,42671.0,2676878.0
4323,80762.0,125499.0,1782.0,98578.0,1725.0,4217.0,56644.0,3370782.0
4324,94428.0,99272.0,5008.0,161537.0,1916.0,4816.0,83724.0,2737467.0
4325,116251.0,149923.0,16327.0,172655.0,8938.0,13607.0,134040.0,3159835.0
4326,137375.0,204065.0,49982.0,161297.0,48191.0,43019.0,319842.0,3464482.0
4327,158067.0,396249.0,112103.0,147182.0,268212.0,125537.0,482164.0,3417080.0
4328,176047.0,626722.0,166650.0,162196.0,1072831.0,274963.0,613353.0,3709887.0
4329,191426.0,927024.0,232827.0,135363.0,1273979.0,418482.0,589936.0,3424847.0
4330,222251.0,1005288.0,246468.0,153308.0,1578414.0,419878.0,671025.0,2571873.0
4331,248201.0,1118519.0,250835.0,190149.0,1211676.0,431513.0,796413.0,3481139.0
4332,259493.0,1151081.0,309085.0,253580.0,1598417.0,490284.0,1011551.0,5795234.0
4333,268617.0,1259070.0,415325.0,315009.0,1713976.0,561569.0,1119682.0,8588053.0
4334,288501.0,1689457.0,447336.0,457619.0,1913470.0,681127.0,1262591.0,10078531.0
4335,309855.0,1739797.0,422549.0,196457.0,1445278.0,505882.0,930430.0,7547290.0
4336,346980.0,1958132.0,444398.0,83880.0,1075361.0,505420.0,966373.0,3868521.0
4337,368035.0,2302741.0,411178.0,33576.0,1121660.0,607470.0,1040787.0,1369960.0
4338,378283.0,2260236.0,408541.0,13024.0,1703032.0,645026.0,995488.0,627628.0
4339,364480.0,2175431.0,402830.0,4409.0,2000057.0,731378.0,1038635.0,210430.0
4340,329788.0,1778967.0,361400.0,3583.0,2105083.0,804209.0,752013.0,125100.0
4341,266953.0,1426499.0,145111.0,2594.0,1460819.0,485191.0,479026.0,99259.0
4342,211491.0,781963.0,66515.0,11917.0,450602.0,238395.0,181088.0,120709.0
4343,156958.0,373441.0,12963.0,17106.0,93588.0,77984.0,62831.0,209544.0
4344,111395.0,179319.0,20767.0,28550.0,22114.0,30628.0,31001.0,629192.0
4345,84790.0,142669.0,10467.0,48431.0,7690.0,15400.0,29470.0,1915553.0
4346,75706.0,98075.0,5366.0,74480.0,2872.0,10322.0,49765.0,2651372.0
4347,79650.0,98958.0,3652.0,77754.0,1932.0,8084.0,55694.0,3343974.0
4348,89804.0,100293.0,4976.0,113590.0,2148.0,8235.0,74234.0,2603320.0
4349,111326.0,114151.0,14971.0,137333.0,7858.0,14670.0,113081.0,3590936.0
4350,134775.0,211895.0,46510.0,143105.0,42199.0,40190.0,314060.0,3781226.0
4351,154747.0,467535.0,103469.0,136136.0,216464.0,123355.0,561928.0,3803134.0
4352,169709.0,816852.0,161883.0,199119.0,786050.0,249508.0,854422.0,3892696.0
4353,184305.0,1137368.0,233342.0,118266.0,1092745.0,348985.0,1125405.0,3403843.0
4354,217177.0,1540993.0,252033.0,135976.0,1305104.0,370569.0,1117055.0,2397411.0
4355,239394.0,1415865.0,259823.0,195495.0,1051209.0,398320.0,1209643.0,3189108.0
4356,239158.0,1330695.0,326298.0,219811.0,1309278.0,436067.0,1325385.0,5241811.0
4357,240896.0,1455472.0,375752.0,243189.0,1434841.0,482374.0,1413024.0,7597454.0
4358,231227.0,1837843.0,387101.0,258496.0,1197267.0,500648.0,1288965.0,8619913.0
4359,238625.0,1862034.0,349999.0,164105.0,1196080.0,464830.0,1115809.0,6628069.0
4360,254520.0,1967580.0,377115.0,77716.0,912728.0,475320.0,1109282.0,3331905.0
4361,267172.0,1961031.0,374931.0,34768.0,1040850.0,604774.0,1166439.0,1239371.0
4362,283484.0,1773974.0,370397.0,12996.0,1267609.0,620530.0,1165865.0,615470.0
4363,327030.0,2114246.0,398501.0,5376.0,1664828.0,854288.0,1055441.0,312543.0
4364,297965.0,1804004.0,342306.0,3561.0,1986607.0,816684.0,958489.0,209120.0
4365,267735.0,1213172.0,164821.0,3373.0,1296116.0,540784.0,451676.0,134095.0
4366,208078.0,628458.0,51452.0,5805.0,443117.0,196783.0,162248.0,107622.0
4367,176487.0,323020.0,14521.0,12149.0,89462.0,55318.0,63159.0,183363.0
4368,121598.0,240805.0,4534.0,25992.0,18104.0,19729.0,35653.0,551551.0
4369,90974.0,167419.0,3475.0,46438.0,5575.0,10579.0,31570.0,1461813.0
4370,98879.0,152783.0,3057.0,84028.0,4489.0,8563.0,66045.0,2415242.0
4371,89193.0,145849.0,3702.0,76796.0,3955.0,8827.0,67830.0,2865939.0
4372,118791.0,148423.0,5985.0,107194.0,2873.0,8033.0,79316.0,2158084.0
4373,99503.0,145167.0,15914.0,121807.0,6678.0,14126.0,104136.0,2818225.0
4374,125076.0,228345.0,45972.0,126324.0,40232.0,47609.0,308949.0,3964243.0
4375,152796.0,444117.0,88380.0,101367.0,204689.0,120371.0,506406.0,3288690.0
4376,170638.0,734909.0,142724.0,95927.0,740387.0,238638.0,726823.0,3484303.0
4377,188515.0,946532.0,231158.0,77955.0,912794.0,306630.0,704450.0,2996016.0
4378,224453.0,1030130.0,245476.0,84382.0,1162196.0,335090.0,713370.0,2262881.0
4379,255400.0,1087635.0,245005.0,120949.0,995120.0,326643.0,893786.0,2905714.0
4380,252712.0,1086179.0,276282.0,119890.0,1214380.0,342387.0,989204.0,4315682.0
4381,258676.0,1129872.0,288246.0,130840.0,1080027.0,358373.0,1145607.0,6914094.0
4382,260644.0,1481949.0,287787.0,151065.0,930196.0,349424.0,1122513.0,8278997.0
4383,274844.0,1436315.0,251268.0,101783.0,736610.0,350413.0,922054.0,7430275.0
4384,280150.0,1272053.0,255313.0,43739.0,482714.0,337482.0,960068.0,3308420.0
4385,292710.0,1207841.0,242998.0,16822.0,503152.0,400652.0,919986.0,1410000.0
4386,294227.0,1065942.0,246364.0,7523.0,716653.0,620804.0,855315.0,514321.0
4387,309215.0,1077166.0,316030.0,3490.0,995837.0,822060.0,969463.0,193552.0
4388,319456.0,1043366.0,266160.0,3027.0,1426032.0,1259970.0,687571.0,107765.0
4389,288699.0,786663.0,120563.0,2041.0,1244408.0,569717.0,529406.0,72989.0
4390,236324.0,521466.0,53493.0,4830.0,642724.0,268019.0,226482.0,79345.0
4391,180960.0,419765.0,16781.0,10325.0,189967.0,75670.0,74749.0,144608.0
4392,134540.0,201606.0,5275.0,21964.0,38366.0,24057.0,34111.0,383131.0
4393,98235.0,207087.0,2858.0,38344.0,9651.0,9629.0,25502.0,927007.0
4394,91318.0,153682.0,4248.0,66627.0,66302.0,11199.0,35945.0,1790117.0
4395,81409.0,101642.0,2678.0,74452.0,2756.0,5097.0,40709.0,2429720.0
4396,80592.0,90395.0,3606.0,87591.0,1823.0,3689.0,52663.0,2359990.0
4397,96399.0,123496.0,9531.0,88309.0,3179.0,7013.0,87549.0,2791775.0
4398,126008.0,158545.0,28327.0,102248.0,14583.0,21786.0,192009.0,3100726.0
4399,167861.0,286657.0,66980.0,88621.0,62941.0,79109.0,375355.0,3167624.0
4400,196385.0,524233.0,120831.0,90113.0,217941.0,179104.0,644561.0,3137636.0
4401,234242.0,773727.0,204418.0,101794.0,364251.0,440867.0,985976.0,2888493.0
4402,262985.0,728164.0,243569.0,84157.0,483076.0,486888.0,876175.0,2568943.0
4403,275000.0,774193.0,237103.0,120321.0,496820.0,346344.0,874650.0,3316782.0
4404,273664.0,875910.0,269729.0,131215.0,532097.0,302757.0,976077.0,4878204.0
4405,280880.0,844054.0,278326.0,134065.0,565975.0,327088.0,1172378.0,6851470.0
4406,281256.0,772944.0,292087.0,124834.0,565345.0,371049.0,1094002.0,8518164.0
4407,298829.0,990886.0,311413.0,80931.0,702875.0,354062.0,945907.0,7767535.0
4408,317038.0,1193088.0,403112.0,38870.0,674730.0,391577.0,932765.0,4869403.0
4409,333560.0,1268616.0,465910.0,14841.0,757357.0,472334.0,940491.0,2070521.0
4410,335254.0,1327090.0,515336.0,6411.0,942825.0,569361.0,1033632.0,763562.0
4411,328850.0,1262489.0,453402.0,3062.0,1316030.0,838808.0,965987.0,277609.0
4412,312472.0,1028985.0,377587.0,1657.0,1423766.0,993303.0,997352.0,120306.0
4413,273225.0,943677.0,232787.0,1835.0,1421170.0,571479.0,612796.0,72512.0
4414,222004.0,682024.0,89480.0,3142.0,711005.0,295180.0,262986.0,69945.0
4415,165918.0,376456.0,27236.0,6492.0,209541.0,107367.0,100651.0,130368.0
4416,126788.0,409919.0,7757.0,16741.0,93961.0,30440.0,45514.0,334092.0
4417,99810.0,254918.0,4557.0,33021.0,234845.0,17546.0,36522.0,919015.0
4418,86125.0,99598.0,1886.0,51032.0,5738.0,6520.0,29275.0,2017864.0
4419,88326.0,80515.0,2034.0,60936.0,19583.0,3794.0,38280.0,3165410.0
4420,88691.0,60856.0,5438.0,69923.0,2203.0,4309.0,54357.0,3208858.0
4421,108183.0,56968.0,16814.0,96293.0,3885.0,7981.0,95472.0,4285825.0
4422,130187.0,100172.0,48505.0,124703.0,16014.0,22717.0,191542.0,4958829.0
4423,153038.0,166244.0,99039.0,128751.0,67067.0,75709.0,389946.0,5007582.0
4424,180998.0,453765.0,169977.0,117250.0,259884.0,212448.0,722506.0,5065963.0
4425,207332.0,707037.0,249153.0,136390.0,585977.0,366839.0,1003757.0,4428329.0
4426,246838.0,1086735.0,313052.0,166974.0,985064.0,523737.0,1040192.0,3893044.0
4427,270369.0,1092326.0,333851.0,256299.0,1151013.0,573456.0,1123261.0,5283080.0
4428,282671.0,1264057.0,392639.0,305319.0,1141674.0,603214.0,1306760.0,8693769.0
4429,292214.0,1077959.0,464372.0,286840.0,1095306.0,652606.0,1377830.0,11756393.0
4430,316350.0,1298620.0,464567.0,281072.0,1286940.0,695887.0,1491822.0,13765197.0
4431,337804.0,1524062.0,495352.0,163616.0,1345362.0,691563.0,1373165.0,10348876.0
4432,368857.0,1785427.0,582954.0,69004.0,1166099.0,902531.0,1581401.0,4621959.0
4433,388415.0,2017513.0,601912.0,26951.0,1326773.0,1081338.0,1757430.0,1599400.0
4434,392381.0,1976602.0,667227.0,10781.0,2030708.0,1300824.0,2029175.0,572797.0
4435,383921.0,1812819.0,575451.0,3868.0,2177626.0,1580424.0,1534355.0,241910.0
4436,350449.0,1701418.0,452518.0,2215.0,2277457.0,1050230.0,1007993.0,134285.0
4437,300898.0,1222706.0,241165.0,2930.0,1551291.0,676675.0,720446.0,110627.0
4438,236809.0,632553.0,67026.0,5876.0,705944.0,253299.0,257501.0,125093.0
4439,171567.0,271756.0,22561.0,16183.0,163105.0,88471.0,74022.0,213220.0
4440,127671.0,149441.0,8456.0,34062.0,35827.0,23224.0,31335.0,691961.0
4441,94678.0,135208.0,2931.0,50163.0,8530.0,10809.0,28232.0,2023696.0
4442,82688.0,92534.0,1761.0,75019.0,3631.0,5760.0,54911.0,3117281.0
4443,87212.0,67645.0,2128.0,71991.0,3083.0,4772.0,59897.0,3949780.0
4444,101313.0,54523.0,5673.0,108746.0,2442.0,5669.0,77104.0,3085995.0
4445,118412.0,86842.0,22253.0,127785.0,5957.0,13166.0,134125.0,3694164.0
4446,143274.0,153506.0,58209.0,134541.0,33084.0,45531.0,404886.0,4277960.0
4447,167108.0,411285.0,135754.0,132133.0,196605.0,188328.0,724224.0,4162257.0
4448,191403.0,758050.0,183564.0,142338.0,829720.0,424335.0,978998.0,4352291.0
4449,213313.0,1128892.0,251362.0,119745.0,1244155.0,646101.0,1110532.0,3953310.0
4450,242643.0,1245779.0,258013.0,142446.0,1549845.0,587163.0,1390392.0,3115560.0
4451,271997.0,1766888.0,284606.0,204363.0,1476050.0,639332.0,1676822.0,4239747.0
4452,307360.0,1616134.0,347778.0,235895.0,1822670.0,830487.0,1875769.0,7007281.0
